+,1.607874242607826,9.247557237929367
+,3.0032578840872253,6.610258294707191
+,4.069008324104738,18.327280326192785
+,0.4071984942837261,14.835516601107628
+,13.747304642502037,8.21999072849858
+,11.0192712354054,1.299323745670291
+,16.829631005861692,9.79669681093009
+,8.735887293588545,0.7007736609511053
+,0.3702607094490542,3.1647388382622283
+,9.48196325861763,20.816765496537727
+,10.62864676611931,5.884189712289867
+,5.710099548885649,13.405895331342759
+,-5.7812813815043835,5.944887922033433
+,8.47999635790718,4.468476788677819
+,-2.7775353083641843,7.02092400867947
+,9.048237107119718,9.322224118559916
+,-1.0202107841373032,5.3013604035581015
+,5.855780508774735,8.611622381792088
+,2.370736900075903,-1.4315296024943027
+,-7.7759156689814635,3.9934888309819296
+,8.3335109120842,4.925117393291041
+,17.65724977556382,12.748068136503953
+,5.925827975473934,18.584959306777968
+,9.561396478896432,0.8306207760052722
+,-2.564712388411821,10.451388421501353
+,13.75258889964534,5.818516424081416
+,7.930490091282625,-1.9091695852781738
+,17.82990005558289,10.808738674119631
+,0.6947090181347777,10.80460647993324
+,-5.050173520678198,-1.3196587498342573
+,9.288209285843928,-0.05111499626131355
+,9.514451269998732,14.59101084290933
+,5.330311092604328,-4.697539978956141
+,-0.38908193820157866,13.837890449039065
+,4.831128656748511,14.792777777374544
+,9.559519302580213,8.566988482608355
+,5.235742073995944,1.6117585868738882
+,-0.6890491641745857,13.345369815938145
+,-5.457256736875133,2.454705444758824
+,11.22774209489835,1.2456520154570896
+,-5.759772792544329,6.12698558524958
+,1.949033358585015,16.318607459477835
+,9.354251493830986,0.4875846089282767
+,9.044841163967655,-1.2493650423121663
+,3.1580238095068474,17.584897285992376
+,12.322960049870485,3.044995449306362
+,15.668651773407568,7.309381084407841
+,2.6988445832717494,2.9359029498418607
+,-8.821721426202565,1.5746213864816712
+,1.2831621603719414,15.734789039058095
+,7.2695180582457635,20.39929665222715
+,12.891719350577613,10.965410644319078
+,2.429993385769208,10.491104052564548
+,-5.039953579987495,8.65552490321246
+,0.9879204494278762,15.469823441482209
+,10.071718089817846,7.584840716805633
+,6.773651042633009,7.667571564523641
+,12.857655367854889,18.944948769452232
+,12.285446584441033,14.204585169090578
+,6.50826418760596,17.818271473320003
+,1.823957652535677,0.21768760595252967
+,16.20527870648114,13.267585842074757
+,18.36287056085625,14.840090116303363
+,16.44024822583563,6.241174280948086
+,2.385417706735846,16.47457845896887
+,7.788860155719851,0.20332929222209373
+,11.528091555606162,1.4171177807901847
+,9.116922094508686,-0.4812772940455239
+,1.3754499000653784,13.902853504628748
+,0.9149328673136186,14.830449693842983
+,16.793319604878377,10.825376406751378
+,-0.8035031437414641,10.708553656750386
+,2.701711684699995,10.40859499911345
+,8.206211903259026,-1.2652415048767929
+,8.12554652847792,3.3692329385240036
+,6.645900636127832,20.170295792909368
